speciesname,flower color,flower sex,flowering lag time: number of days from exposition start to flowering,flowering requirement (requirement for fertility),fruit type,plant flowering,plant growth form,plant growth temperature range,plant height,plant human usage types,plant lifespan (longevity),plant lifespan: age trees reach in forested stands,plant woodiness,seed germination base temperature,seed germination base water potential,seed germination lag time,seed germination requirement,seed germination temperature,seed germination type,wood growth ring distinction
Persea caerulea,,,,,,,tree,,,,,,W,,,,,,,
Persea caesia,,,,,,,tree,,,,,,,,,,,,,
Persea campii,,,,,,,tree,,,,,,,,,,,,,
Persea chamissonis,,,,,,,tree,,,,,,,,,,,,,
Persea chrysophylla,,,,,,,tree,,,,,,,,,,,,,
Persea cinerascens,,,,,,,tree,,,,,,,,,,,,,
Persea cordata,,,,,,,trees,,,,,,,,,,,,,
Persea corymbosa,,,,,,,tree,,,,,,,,,,,,,
Persea croatii,,,,,,,tree,,,,,,,,,,,,,
Persea croizatii,,,,,,,tree,,,,,,,,,,,,,
Persea cuneata,,,,,,,tree,,,,,,,,,,,,,
Persea donnell-smithii,,,,,,,tree,,,,,,,,,,,,,
Persea fastigiata,,,,,,,tree,,,,,,,,,,,,,
Persea ferruginea,,,,,,,tree,,,,,,,,,,,,,
Persea fuliginosa,,,,,,,trees,,,,,,,,,,,,,
Persea fulva,,,,,,,trees,,,,,,,,,,,,,
Persea fusca,,,,,,,tree,,,,,,,,,,,,,
Persea glabra,,,,,,,tree,,,,,,,,,,,,,
Persea grandiflora,,,,,,,tree,,,,,,,,,,,,,
Persea haenkeana,,,,,,,trees,,,,,,,,,,,,,
Persea hexanthera,,,,,,,tree,,,,,,,,,,,,,
Persea hintonii,,,,,,,tree,,,,,,W,,,,,,,
Persea humilis,,,,,,,tree,,,,,,W,,,,,,,
Persea indica,,,,,,,tree,,,False,,,woody,,,,,,,
Persea jenmanii,,,,,,,tree,,,,,,,,,,,,,
Persea julianae,,,,,,,tree,,,,,,,,,,,,,
Persea krugii,,,,,,,trees,,,,,,,,,,,,,
Persea laevifolia,,,,,,,tree,,,,,,,,,,,,,
Persea liebmannii,,,,,,,tree,,,,,,W,,,,,,,
Persea lingue,,,,,,,tree,,,,,,woody,,,,,,,
Persea longipes,,,,,,,tree,,,,,,,,,,,,,
Persea major,,,,,,,tree,,,,,,,,,,,,,
Persea meridensis,,,,,,,tree,,,,,,,,,,,,,
Persea mutisii,,,,,,,tree,,,,,,,,,,,,,
Persea nivea,,,,,,,tree,,,,,,,,,,,,,
Persea nudigemma,,,,,,,tree,,,,,,,,,,,,,
Persea oblongifolia,,,,,,,trees,,,,,,,,,,,,,
Persea obovata,,,,,,,tree,,,,,,,,,,,,,
Persea obscura,,,,,,,tree,,,,,,,,,,,,,
Persea obtusifolia,,,,,,,trees,,,,,,,,,,,,,
Persea pajonalis,,,,,,,tree,,,,,,,,,,,,,
Persea pedunculosa,,,,,,,tree,,,,,,,,,,,,,
Persea perglauca,,,,,,,tree,,,,,,,,,,,,,
Persea peruviana,,,,,,,tree,,,,,,,,,,,,,
Persea povedae,,,,,,,tree,,,,,,,,,,,,,
Persea pseudofasciculata,,,,,,,tree,,,,,,woody,,,,,,,
Persea punctata,,,,,,,tree,,,,,,,,,,,,,
Persea raimondii,,,,,,,tree,,,,,,W,,,,,,,
Persea rigens,,,,,,,tree,,,,,,,,,,,,,
Persea rigida,,,,,,,tree,,,,,,,,,,,,,
Persea rufescens,,,,,,,tree,,,,,,woody,,,,,,,
Persea rufotomentosa,,,,,,,tree,,,,,,,,,,,,,
Persea ruizii,,,,,,,tree,,,,,,,,,,,,,
Persea schiedeana,,,,,,,tree,,,,,,W,,,,,,,
Persea sericea,,,,,,,trees,,,,,,,,,,,,,
Persea sessilis,,,,,,,tree,,,,,,,,,,,,,
Persea silvatica,,,,,,,tree,,,,,,,,,,,,,
Persea sphaerocarpa,,,,,,,tree,,,,,,,,,,,,,
Persea splendens,,,,,,,tree,,,,,,,,,,,,,
Persea standleyi,,,,,,,tree,,,,,,,,,,,,,
Persea subcordata,,,,,,,tree,,,,,,,,,,,,,
Persea trollii,,,,,,,tree,,,,,,,,,,,,,
Persea urbaniana,,,,,,,trees,,,,,,,,,,,,,
Persea veraguasensis,,,,,,,tree,,,,,,,,,,,,,
Persea vesticula,,,,,,,tree,,,,,,woody,,,,,,,
Persea weberbaueri,,,,,,,tree,,,,,,,,,,,,,
Persea willdenovii,,,,,,,tree,,,,,,,,,,,,,
Phellodendron amurense,,,,,,,tree,,10.0,False,perennial,,W,,,,,,,
Phoenix canariensis,,,,,,,tree,,,False,Perennial,,W,,,,,,,
Phoenix dactylifera,,,,,,,tree,,,False,,,W,,,,,,,
Phoenix loureiroi,,,,,,,woody,,,,,,woody,,,,,,,
Phoenix paludosa,,,,,,,woody,,,,,,W,,,,,,,
Phoenix pusilla,,,,,,,woody,,,,,,woody,,,,,,,
Phoenix reclinata,,,,,,,tree,,,,,,W,,,,,,,
Phoenix rupicola,,,,,,,tree/palmoid/woody,,,,,,W,,,,,,,
Phoenix sylvestris,,,,,,,tree/palmoid/woody,,,,,,W,,,,,,,
Phoenix theophrasti,,,,,,,tree,,,,,,W,,,,,,,
Pistacia aethiopica,,,,,,,shrub/tree/woody,,,,,,W,,,,,,,
Pistacia atlantica,,,,,,,tree,,,,perennial,,2,,,,,,,
Pistacia chinensis,,,,,,,tree,,,False,no,,woody,,,,,,,
Pistacia khinjuk,,,,,,,tree,,,,,,woody,,,,,,,
Pistacia lentiscus,,,,,,,tree / shrub,,,,perennial,,woody,,,,,,,ring-porous
Pistacia mexicana,,,,,,,tree,,,,,,W,,,,,,,
Pistacia terebinthus,,,,,,,tree / shrub,,,,perennial,,woody,,,,,,,diffuse-porous
Pistacia vera,,,,,,,tree,,,,,,W,,,,,,,
Platanus acerifolia,,,,,,,tree,,,False,,,W,,,,,,,
Platanus kerrii,,,,,,,tree,,,,Perennial,,W,,,,,,,
Platanus mexicana,,,,,,,tree,,,,Perennial,,woody,,,,,,,
Platanus racemosa,,,,,,,tree,,,False,,,W,,,,,,,
Platanus wrightii,,,,,,,tree,,,,,,woody,,,,,,,
Populus adenopoda,,,,,,,tree,,,False,,,W,,,,,,,
Populus afghanica,,,,,,,tree,,,,,,,,,,,,,
Populus amurensis,,,,,,,tree,,,False,,,,,,,,,,
Populus angustifolia,,,,,,,tree,,,,100.0,,woody,,,,,,,
Populus balsamifera,,,,,,,tree,4.6,10.0,,200.0,207.0,woody,,,,no,5.0,,diffuse-porous
Populus brandegeei,,,,,,,tree,,,,,,W,,,,,,,
Populus cathayana,,,,,,,tree,,,False,,,W,,,,,,,
Populus charbinensis,,,,,,,tree,,,,,,,,,,,,,
Populus ciliata,,,,,,,tree (deciduous),,,False,2200.0,,W,,,,,,,
Populus deltoides,,,,,,,tree,,,False,perennial,,woody,,,,,,,diffuse-porous
Populus euphratica,,,,,,,tree,,,False,no,,W,,,,,,,diffuse-porous
Populus fremontii,,,,,,,tree,,,,130.0,,woody,,,,,,,
Populus gansuensis,,,,,,,tree,,,False,,,W,,,,,,,
Populus girinensis,,,,,,,tree,,,False,,,,,,,,,,
Populus glauca,,,,,,,tree,,,,,,,,,,,,,
Populus grandidentata,,dioiceous,,,,,tree,2.0,21.8,False,100.0,60.0,woody,,,,no,,,
Populus guzmanantlensis,,,,,,,tree,,,,,,,,,,,,,
Populus haoana,,,,,,,tree,,,,,,,,,,,,,
Populus hastata,,,,,,,tree,,,,,,,,,,,,,
Populus heterophylla,,,,,,,tree,,,,80.0,,woody,,,,,,,
Populus hinckleyana,,,,,,,tree,,,,,,,,,,,,,
Populus hsinganica,,,,,,,tree,,,False,,,,,,,,,,
Populus ilicifolia,,,,,,,tree,,,,,,W,,,,,,,
Populus iliensis,,,,,,,tree,,,,,,,,,,,,,
Populus kangdingensis,,,,,,,tree,,,,,,W,,,,,,,
Populus lasiocarpa,,,,,,,tree,,,False,,,W,,,,,,,
Populus laurifolia,,,,,,,tree,,,,,,W,,,,,,,
Populus mainlingensis,,,,,,,tree,,,,,,,,,,,,,
Populus mexicana,,,,,,,tree,,,,Perennial,,,,,,,,,
Populus nakaii,,,,,,,tree,,,,,,,,,,,,,
Populus ningshanica,,,,,,,tree,,,,,,,,,,,,,
Populus pilosa,,,,,,,tree,,,,,,,,,,,,,
Populus pruinosa,,,,,,,tree,,,,,,W,,,,,,,
Populus pseudoglauca,,,,,,,tree,,,,,,,,,,,,,
Populus pseudosimonii,,,,,,,woody,,,,,,W,,,,,,,
Populus qamdoensis,,,,,,,tree,,,,,,,,,,,,,
Populus shanxiensis,,,,,,,tree,,,,,,,,,,,,,
Populus simaroa,,,,,,,tree,,,,,,,,,,,,,
Populus simonii,,,,,,,tree,,,False,perennial,,woody,,,,,,,
Populus suaveolens,,,,,,,tree,,,,,,,,,,,,,
Populus tomentosa,,,,,,,tree,,,False,,,W,,,,,,,
Populus tremula,"purpurngrau, rötlich",dioecious,,,capsule,,tree,,15.0,False,always pluriennial-pollakanthic,,w,,,,no,20.0,,diffuse-porous
Populus tremuloides,,dioiceous,,,,,tree,3.5,18.6,False,200.0,213.0,woody,,,,0,,,diffuse-porous
Populus trinervis,,,,,,,tree,,,,,,,,,,,,,
Populus wuana,,,,,,,tree,,,,,,,,,,,,,
Populus yatungensis,,,,,,,tree,,,,,,,,,,,,,
Populus yunnanensis,,,,,,,tree,,,,1300.0,,W,,,,,,,
Populus × berolinensis,,,,,,,tree,,,False,,,,,,,,,,
Populus × xiaohei,,,,,,,tree,,,,,,,,,,,,,
Populus × xiaozhuanica,,,,,,,tree,,,False,,,,,,,,,,
Prunus accumulans,,,,,,,tree,,,,,,,,,,,,,
Prunus amplifolia,,,,,,,tree,,,,,,,,,,,,,
Prunus amygdalus,,,,,,,tree,,,,,,woody,,,,,,,diffuse-porous
Prunus annularis,,,,,,,tree,,,,,,woody,,,,,,,
Prunus apetala,,,,,,,shrub/tree,,,,,,W,,,,,,,
Prunus arabica,,,,,,,woody,,,,,,woody,,,,,,,
Prunus barbata,,,,,,,tree,,,,,,,,,,,,,
Prunus beccarii,,,,,,,tree,,,,,,woody,,,,,,,
Prunus brachybotrya,,,,,,,tree,,,,,,W,,,,,,,
Prunus brachypoda,,,,,,,tree/woody,,,,,,W,,,,,,,
Prunus brasiliensis,,,,,,,tree,,,,,,W,,,,,,,
Prunus brigantina,,,,,,,tree shrub intermediate,,,,,,woody,,,,,,,
Prunus brittoniana,,,,,,,tree,,,,,,woody,,,,,,,
Prunus bucharica,,,,,,,shrub/tree,,,,,,woody,,,,,,,
Prunus buergeriana,,,,,,,tree,,,,,,W,,,,,,,
Prunus campanulata,,,,,,,shrub/tree,,,,,,W,,,,,,,
Prunus caroliniana,,,,,,,tree,,,,,,W,,,,,,,
Prunus cerasia,,,,,,,woody,,,,,,woody,,,,,,,
Prunus cerasoides,,,,,,,tree (deciduous),,,,,,W,,,,,,,
Prunus ceylanica,,,,,,,tree,,,,,,W,,,,,,,
Prunus chamissoana,,,,,,,tree,,,,,,woody,,,,,,,
Prunus clarofolia,,,,,,,tree,,,False,,,W,,,,,,,
Prunus cocomilia,,,,,,,tree shrub intermediate,,,,,,W,,,,,,,
Prunus conradinae,,,,,,,woody,,,,,,W,,,,,,,
Prunus cornuta,,,,,,,tree,,,,,,W,,,,,,,
Prunus cortapico,,,,,,,tree,,,,,,W,,,,,,,
Prunus debilis,,,,,,,tree,,,,,,woody,,,,,,,
Prunus detrita,,,,,,,tree,,,,,,woody,,,,,,,
Prunus fenzliana,,,,,,,woody,,,,,,woody,,,,,,,
Prunus ferruginea,,,,,,,tree,,,,,,W,,,,,,,
Prunus fordiana,,,,,,,woody,,,,,,woody,,,,,,,
Prunus gazelle-peninsulae,,,,,,,woody,,,,,,W,,,,,,,
Prunus gentryi,,,,,,,tree,,,,,,,,,,,,,
Prunus grisea,,,,,,,woody,,,,,,W,,,,,,,
Prunus guanaiensis,,,,,,,shrub/tree,,,,,,W,,,,,,,
Prunus guatemalensis,,,,,,,tree,,,,,,,,,,,,,
Prunus henryi,,,,,,,woody,,,,,,woody,,,,,,,
Prunus herthae,,,,,,,tree,,,,,,,,,,,,,
Prunus hortulana,,,,,,,"tree, shrub",,,,,,,,,,,,,
Prunus huantensis,,,,,,,tree,,,,,,,,,,,,,
Prunus hypotricha,,,,,,,tree,,,,,,woody,,,,,,,
Prunus incisa,,,,,,,woody,,,,,,W,,,,,,,
Prunus insititia,,,,,,,tree,,3.0,,,,W,,,,,,,
Prunus integrifolia,,,,,,,tree,,,,,,,,,,,,,
Prunus javanica,,,,,,,woody,,,,,,W,,,,,,,
Prunus kansuensis,,,,,,,shrub/tree,,,,,,woody,,,,,,,
Prunus korshinskyi,,,,,,,woody,,,,,,W,,,,,,,
Prunus lannesiana,,,,,,,tree,,,,perennial,,woody,,,,,,,
Prunus laurocerasus,,,,,,,tree / shrub,,1.0,False,perennial,,w,,,,,,,
Prunus leveilleana,,,,,,,shrub/tree,,,,,,W,,,,,,,
Prunus ligustrina,,,,,,,tree,,,,,,,,,,,,,
Prunus lundelliana,,,,,,,tree,,,,,,woody,,,,,,,
Prunus lusitanica,,,,,,,tree / shrub,,,False,Perennial,,w,,,,,,,
Prunus maackii,,,,,,,tree,,,False,,,W,,,,,,,
Prunus matudae,,,,,,,trees,,,,,,,,,,,,,
Prunus maximowiczii,,,,,,,tree,,,,,,woody,,,,,,,
Prunus mexicana,,,,,,,woody,,,,,,W,,,,,,,
Prunus mira,,,,,,,tree,,,,,,woody,,,,,,,
Prunus moritziana,,,,,,,tree,,,,,,,,,,,,,
Prunus mume,,,,,,,tree,,,False,,,woody,,,,,,,
Prunus muris,,,,,,,trees,,,,,,,,,,,,,
Prunus myrtifolia,,,,,,,tree,,,,,,woody,,,,,,,
Prunus napaulensis,,,,,,,tree,,,,,,W,,,,,,,
Prunus nigra,,,,,,,tree,,,,,,woody,,,,,,,
Prunus nipponica,,,,,,,shrub/tree,,,,,,woody,,,,,,,
Prunus obtusata,,,,,,,tree,,,,,,woody,,,,,,,
Prunus occidentalis,,,,,,,tree,,,,,,woody,,,,,,,
Prunus oleifolia,,,,,,,tree,,,,,,,,,,,,,
Prunus omissa,,,,,,,tree,,,,,,,,,,,,,
Prunus opaca,,,,,,,tree,,,,,,,,,,,,,
Prunus parvifolia,,,,,,,shrub/tree,,,,,,W,,,,,,,
Prunus pensylvanica,,,,,,,tree,,,,20.0,40.0,woody,,,,no,,,
Prunus perulata,,,,,,,tree,,,,,,W,,,,,,,
Prunus phaeosticta,,,,,,,shrub/tree,,,,,,W,,,,,,,
Prunus polystachya,,,,,,,tree,,,,,,W,,,,,,,
Prunus polytricha,,,,,,,tree,,,,,,,,,,,,,
Prunus pseudocerasus,,,,,,,tree,,,False,,,W,,,,,,,
Prunus pullei,,,,,,,woody,,,,,,W,,,,,,,
Prunus ravenii,,,,,,,tree,,,,,,,,,,,,,
Prunus reflexa,,,,,,,tree,,,,,,,,,,,,,
Prunus rhamnoides,,,,,,,tree,,,,,,W,,,,,,,
Prunus rigida,,,,,,,tree,,,,,,W,,,,,,,
Prunus rotunda,,,,,,,tree,,,,,,,,,,,,,
Prunus rufa,,,,,,,tree,,,,,,W,,,,,,,
Prunus ruiziana,,,,,,,tree,,,,,,,,,,,,,
Prunus salasii,,,,,,,tree,,,,,,,,,,,,,
Prunus salicina,,,,,,,tree,,,False,40.0,,W,,,,,,,
Prunus samydoides,,,,,,,shrub/tree,,,,,,woody,,,,,,,
Prunus sargentii,,,,,,,tree,,,False,perennial,,W,,,,,,,
Prunus schlechteri,,,,,,,tree,,,,,,W,,,,,,,
Prunus serrula,,,,,,,tree,,,,,,woody,,,,,,,
Prunus serrulata,,,,,,,tree,,3.0,False,,,W,,,,,,,
Prunus sibirica,,,,,,,tree,,,False,,,W,,,,,,,
Prunus simonii,,,,,,,tree,,,False,,,,,,,,,,
Prunus speciosa,,,,,,,tree,,,,,,woody,,,,,,,
Prunus spinosa,weiß,hermaphroditic,,,drupe,,tree / shrub,,0.5,False,perennial,,3,,,,absolute,,,semi-ring-porous
Prunus ssiori,,,,,,,tree,,,,,,W,,,,,,,
Prunus stipulata,,,,,,,tree,,,,,,,,,,,,,
Prunus subcoriacea,,,,,,,tree,,,,,,,,,,,,,
Prunus subcorymbosa,,,,,,,tree,,,,,,,,,,,,,
Prunus subhirtella,,,,,,,tree,,,False,,,W,,,,,,,
Prunus takesimensis,,,,,,,shrub/tree,,,,,,W,,,,,,,
Prunus tartarea,,,,,,,tree,,,,,,,,,,,,,
Prunus tetradenia,,,,,,,tree,,,,,,,,,,,,,
Prunus tucumanensis,,,,,,,tree,,,,,,W,,,,,,,
Prunus turneriana,,,,,,,tree/woody,,,,perennial,,W,,,,,,,
Prunus ulei,,,,,,,shrub/tree,,,,,,woody,,,,,,,
Prunus umbellata,,,,,,,tree,,,False,,,woody,,,,,,,
Prunus webbii,,,,,,,tree shrub intermediate,,,,,,woody,,,,,,,
Prunus wilsonii,,,,,,,shrub/tree,,,,,,woody,,,,,,,
Psidium acutangulum,,,,,,,tree,,,,perennial,,woody,,,,,,,
Psidium calyptranthoides,,,,,,,tree,,,,,,,,,,,,,
Psidium cattleyanum,,,,,,,woody,,,,,,W,,,,,,,
Psidium friedrichsthalianum,,,,,,,tree,,,,,,woody,,,,,,,
Psidium fulvum,,,,,,,tree,,,,,,,,,,,,,
Psidium guajava,,,,,,,tree,,,,perennial,,Woody,,,,,,,
Psidium guineense,,,,,,,tree,,,,,,W,,,,,,,
Psidium guyanense,,,,,,,tree,,,,,,,,,,,,,
Psidium kennedyanum,,,,,,,tree,,,,,,,,,,,,,
Psidium rostratum,,,,,,,tree,,,,,,,,,,,,,
Psidium rutidocarpum,,,,,,,tree,,,,,,,,,,,,,
Psidium sintenisii,,,,,,,tree,,,,,,,,,,,,,
Pterocarya fraxinifolia,,,,,,,tree,,,False,,,woody,,,,,,,
Pterocarya hupehensis,,,,,,,tree,,,False,,,W,,,,,,,
Pterocarya macroptera,,,,,,,tree,,,,,,W,,,,,,,
Pterocarya rhoifolia,,,,,,,tree,,,False,,,woody,,,,,,,
Pterocarya stenoptera,,,,,,,tree,,,False,perennial,,W,,,,,,,
Pterocarya tonkinensis,,,,,,,tree,,,,200.0,,W,,,,,,,
Pyrus austriaca,,,,,,,tree,,,,,,woody,,,,,,,
Pyrus bourgaeana,,,,,,,tree,,,,,,woody,,,,,,,
Pyrus bretschneideri,,,,,,,tree,,,False,,,,,,,,,,
Pyrus calleryana,,,,,,,tree,,,False,,,W,,,,,,,
Pyrus elaeagnifolia,,,,,,,tree,,,,,,woody,,,,,,,
Pyrus elaeagrifolia,,,,,,,tree,,,False,,,,,,,,,,
Pyrus hopeiensis,,,,,,,tree,,,False,,,,,,,,,,
Pyrus pashia,,,,,,,tree,,,False,600.0,,W,,,,,,,
Pyrus phaeocarpa,,,,,,,tree,,,False,,,,,,,,,,
Pyrus pyrifolia,,,,,,,tree,,,False,perennial,,W,,,,,,,
Pyrus salicifolia,,,,,,,tree,,,False,,,woody,,,,,,,
Pyrus sinkiangensis,,,,,,,tree,,,,,,,,,,,,,
Pyrus spinosa,,,,,,,shrub/woody,,,,,,woody,,,,,,,
Pyrus syriaca,,,,,,,tree,,,,,,W,,,,,,,
Pyrus ussuriensis,,,,,,,tree,,,False,,,W,,,,,,,
Pyrus xerophila,,,,,,,tree,,,False,,,W,,,,,,,
Quercus acatenangensis,,,,,,,trees,,,,,,,,,,,,,
Quercus acerifolia,,,,,,,tree,,,,,,,,,,,,,
Quercus acrodonta,,,,,,,tree,,,,,,,,,,,,,
Quercus acuta,,,,,,,tree,,,False,,,woody,,,,,,,
Quercus acutidens,,,,,,,"tree, shrub",,,,,,,,,,,,,
Quercus acutifolia,,,,,,,tree,,,,,,,,,,,,,
Quercus acutissima,,,,,,,tree,,,False,perennial,,W,,,,,,,
Quercus afares,,,,,,,tree,,,,,,woody,,,,,,,
Quercus affinis,,,,,,,tree,,,,,,W,,,,,,,
Quercus agrifolia,,,,,,,tree,,,False,250.0,,woody,,,,,,,
Quercus ajoensis,,,,,,,"shrub, tree",,,,,,,,,,,,,
Quercus alba,,,,,,,tree,2.0,21.0,False,600.0,464.0,woody,,,,0,,,ring-porous
Quercus albocincta,,,,,,,tree,,,,,,W,,,,,,,
Quercus aliena,,,,,,,tree,,,False,perennial,,woody,,,,,,,
Quercus alnifolia,,,,,,,woody,,,,,,W,,,,,,,
Quercus annulata,,,,,,,"tree, shrub",,,,,,,,,,,,,
Quercus aquifolioides,,,,,,,tree,,,,,,W,,,,,,,
Quercus argentata,,,,,,,tree,,,,,,W,,,,,,,
Quercus aristata,,,,,,,tree,,,,,,,,,,,,,
Quercus arizonica,,,,,,,tree,,,,,,woody,,,,,,,
Quercus arkansana,,,,,,,tree,,,,,,W,,,,,,,
Quercus atlantica,,,,,,,tree,,,,,,,,,,,,,
Quercus austrina,,,,,,,tree,,,False,,,woody,,,,,,,
Quercus benthamii,,,,,,,tree,,,,,,,,,,,,,
Quercus bernardiensis,,,,,,,tree,,,,,,,,,,,,,
Quercus bicolor,,,,,,,tree,,,False,300.0,285.0,woody,,,,no,,,
Quercus blakei,,,,,,,woody,,,,,,W,,,,,,,
Quercus boyntonii,,,,,,,"tree, shrub",,,,,,,,,,,,,
Quercus brenesii,,,,,,,trees/tree,,,,,,,,,,,,,
Quercus brittonii,,,,,,,tree,,,,,,,,,,,,,
Quercus buckleyi,,,,,,,tree,,,,,,W,,,,,,,
Quercus canariensis,,,,,,,tree,,,,,,W,,,,,,,
Quercus canbyi,,,,,,,tree,,,,,,,,,,,,,
Quercus candicans,,,,,,,tree,,,,,,W,,,,,,,
Quercus carmenensis,,,,,,,"tree, shrub",,,,,,,,,,,,,
Quercus castanea,,,,,,,tree,,,,,,W,,,,,,,
Quercus castaneifolia,,,,,,,tree,,,False,,,woody,,,,,,,
Quercus cedrosensis,,,,,,,tree,,,,,,,,,,,,,
Quercus cerrioides,,,,,,,tree/woody,,,,,,woody,,,,,,,
Quercus cerris,"gelblich, graugrün",monoecious,,,nut,,tree / shrub,,15.0,False,always pluriennial-pollakanthic,,woody,,,,,,hypogeal,
Quercus championii,,,,,,,tree,,,,,,W,,,,,,,
Quercus chapmanii,,,,,,,shrub/tree intermediate,,,,Perennial,,woody,,,,,,,
Quercus chasei,,,,,,,tree,,,,,,,,,,,,,
Quercus chevalieri,,,,,,,woody,,,,,,W,,,,,,,
Quercus chihuahuensis,,,,,,,tree,,,,,,W,,,,,,,
Quercus chrysolepis,,,,,,,tree,,,False,300.0,,woody,,,,,,,diffuse
Quercus chungii,,,,,,,woody,,,,,,W,,,,,,,
Quercus coccifera,"brown, yellow",,,,,,tree / shrub,,,False,perennial,,3,,,,,,,diffuse-porous
Quercus cocciferoides,,,,,,,tree,,,,100.0,,W,,,,,,,
Quercus coccinea,,,,,,,tree,,17.1,False,perennial,212.0,woody,,,,42,,,
Quercus congesta,,,,,,,tree shrub intermediate,,,,,,W,,,,,,,
Quercus conspersa,,,,,,,tree,,,,,,,,,,,,,
Quercus convallata,,,,,,,tree,,,,,,,,,,,,,
Quercus conzattii,,,,,,,tree,,,,,,,,,,,,,
Quercus copeyensis,,,,,,,tree,,,,,,woody,,,,,,,
Quercus cornelius-mulleri,,,,,,,tree,,,,,,W,,,,,,,
Quercus cortesii,,,,,,,tree,,,,,,,,,,,,,
Quercus costaricensis,,,,,,,tree,,,,,,woody,,,,,,,
Quercus crassifolia,,,,,,,tree,,,,,,,,,,,,,
Quercus crassipes,,,,,,,tree,,,,,,W,,,,,,,
Quercus crispipilis,,,,,,,tree,,,,,,,,,,,,,
Quercus dalechampii,,,,,,,tree,,,,,,W,,,,,,,
Quercus delavayi,,,,,,,woody,,,,,,W,,,,,,,
Quercus dentata,,,,,,,tree,,,False,,,W,,,,,,,
Quercus depressa,,,,,,,trees,,,,,,,,,,,,,
Quercus depressipes,,,,,,,"tree, shrub",,,,,,,,,,,,,
Quercus deserticola,,,,,,,tree,,,,,,,,,,,,,
Quercus douglasii,,,,,,,tree,,,,390.0,,Y,,,,,,,
Quercus durata,,,,,,,tree/shrub,,,,,,woody,,,,,,,
Quercus ellipsoidalis,,,,,,,tree / shrub,,,False,perennial,,woody,,,,,,,
Quercus elliptica,,,,,,,tree,,,,,,,,,,,,,
Quercus emoryi,,,,,,,tree,,,,perennial,,woody,,,,,,,
Quercus engelmannii,,,,,,,tree,,,,,,W,,,,,,,
Quercus engleriana,,,,,,,tree,,,,,,W,,,,,,,
Quercus faginea,"green, yellow",,,,,,tree / shrub,,,False,perennial,,3,,,,,,,
Quercus falcata,,,,,,,tree,,,False,150.0,,woody,,,,,,,ring-porous
Quercus fimbriata,,,,,,,tree,,,,2700.0,,,,,,,,,
Quercus floribunda,,,,,,,tree (evergreen),,,,,,W,,,,,,,
Quercus franchetii,,,,,,,tree,,,,1000.0,,,,,,,,,
Quercus fulva,,,,,,,tree,,,,,,,,,,,,,
Quercus fusiformis,,,,,,,tree,,,,,,woody,,,,,,,
Quercus gambelii,,,,,,,tree,,,False,120.0,,woody,,,,,,,ring-porous
Quercus garryana,,,,,,,tree,,,,500.0,,woody,,,,,,,
Quercus gemelliflora,,,,,,,woody,,,,,,W,,,,,,,
Quercus geminata,,,,,,,shrub/tree intermediate,,,,Perennial,,woody,,,,,,,
Quercus gentryi,,,,,,,tree,,,,,,,,,,,,,
Quercus georgiana,,,,,,,woody,,,,,,W,,,,,,,
Quercus germana,,,,,,,tree,,,,,,W,,,,,,,
Quercus gilliana,,,,,,,tree shrub intermediate,,,,,,,,,,,,,
Quercus gilva,,,,,,,tree,,,,,,woody,,,,,,,
Quercus glabrescens,,,,,,,tree,,,,,,,,,,,,,
Quercus glauca,,,,,,,tree,,,False,,,woody,,,,,,,
Quercus glaucescens,,,,,,,tree,,,,,,,,,,,,,
Quercus glaucoides,,,,,,,tree,,,,,,W,,,,,,,
Quercus grahamii,,,,,,,tree,,,,,,,,,,,,,
Quercus gravesii,,,,,,,tree,,,,,,W,,,,,,,
Quercus greggii,,,,,,,tree,,,,,,,,,,,,,
Quercus griffithii,,,,,,,tree,,,,long lived perennial >= 50 yrs.,,W,,,,,,,
Quercus grisea,,,,,,,tree shrub intermediate,,,,,,woody,,,,,,,
Quercus gulielmi-treleasei,,,,,,,trees,,,,,,,,,,,,,
Quercus hartwissiana,,,,,,,tree,,,,,,W,,,,,,,
Quercus havardii,,,,,,,"tree, shrub",,,,,,W,,,,,,,
Quercus helferiana,,,,,,,woody,,,,,,W,,,,,,,
Quercus hemisphaerica,,,,,,,tree,,,,,,woody,,,,,,,
Quercus hui,,,,,,,woody,,,,,,W,,,,,,,
Quercus humboldtii,,,,,,,tree,,,,,,W,,,,,,,
Quercus hypoleucoides,,,,,,,tree shrub intermediate,,,,,,woody,,,,,,,
Quercus ilicifolia,,,,,,,tree,,,False,30.0,,woody,,,,,,,
Quercus imbricaria,,,,,,,tree,,,False,perennial,,woody,,,,,,,
Quercus infectoria,,,,,,,woody,,,,,,W,,,,,,,
Quercus insignis,,,,,,,tree,,,,,,,,,,,,,
Quercus intricata,,,,,,,trees,,,,,,,,,,,,,
Quercus invaginata,,,,,,,tree,,,,,,,,,,,,,
Quercus ithaburensis,,,,,,,tree/woody,,,,,,W,,,,,,,
Quercus john-tuckeri,,,,,,,"tree, shrub",,,,,,W,,,,,,,
Quercus kelloggii,,,,,,,tree,,,,500.0,,Y,,,,,,,
Quercus kingiana,,,,,,,tree,,,,800.0,,,,,,,,,
Quercus kongshanensis,,,,,,,tree,,,,2400.0,,,,,,,,,
Quercus laceyi,,,,,,,tree,,,,,,,,,,,,,
Quercus laeta,,,,,,,tree,,,,,,,,,,,,,
Quercus lamellosa,,,,,,,woody,,,,,,W,,,,,,,
