speciesname,flower color,flower sex,flowering lag time: number of days from exposition start to flowering,flowering requirement (requirement for fertility),fruit type,plant flowering,plant growth form,plant growth temperature range,plant height,plant human usage types,plant lifespan (longevity),plant lifespan: age trees reach in forested stands,plant woodiness,seed germination base temperature,seed germination base water potential,seed germination lag time,seed germination requirement,seed germination temperature,seed germination type,wood growth ring distinction
Malus hupehensis,,,,,,,Tree,,,False,,,W,,,,,,,
Malus ioensis,,,,,,,tree,,,,perennial,,woody,,,,,,,
Malus jinxianensis,,,,,,,Free-standing,,,,,,,,,,,,,
Malus kansuensis,,,,,,,Tree shrub intermediate,,,False,,,woody,,,,,,,
Malus komarovii,,,,,,,Tree,,,,,,,,,,,,,
Malus leiocalyca,,,,,,,Free-standing,,,,,,,,,,,,,
Malus mandshurica,,,,,,,Tree,,,False,,,W,,,,,,,
Malus manshurica,,,,,,,tree,,,,,,woody,,,,,,,
Malus micromalus,,,,,,,Tree,,,False,,,woody,,,,,,,
Malus muliensis,,,,,,,Free-standing,,,,,,,,,,,,,
Malus ombrophila,,,,,,,Free-standing,,,,,,,,,,,,,
Malus orientalis,,,,,,,No,,,,,,,,,,,,,
Malus platycarpa,,,,,,,Tree,,,,,,,,,,,,,
Malus prattii,,,,,,,tree,,,,1400.0,,woody,,,,,,,
Malus prunifolia,,,,,,,Tree,,,False,,,woody,,,,,,,
Malus rockii,,,,,,,woody,,,,,,W,,,,,,,
Malus sieversii,,,,,,,Tree,,,False,150.0,,,,,,,,,
Malus sikkimensis,,,,,,,Tree,,,,,,woody,,,,,,,
Malus spectabilis,,,,,,,Tree,,,False,,,W,,,,,,,
Malus spontanea,,,,,,,Free-standing,,,,,,,,,,,,,
Malus sylvestris,weiß bis rosa,hermaphroditic,,,pome,,tree / shrub,,4.0,False,always pluriennial-pollakanthic,,w,,,,absolute,,,diffuse-porous
Malus toringo,,,,,,,Shrub,,,,,,,,,,,,,
Malus toringoides,,,,,,,"Shrub, Tree",,,,,,W,,,,,,,
Malus transitoria,,,,,,,Tree shrub intermediate,,,,,,,,,,,,,
Malus turkmenorum,,,,,,,Free-standing,,,,,,,,,,,,,
Malus yunnanensis,,,,,,,Tree,,,,,,W,,,,,,,
Mangifera altissima,,,,,,,tree/woody,,,,,,W,,,,,,,
Mangifera caesia,,,,,,,Tree,,,,,,W,,,,,,,
Mangifera caloneura,,,,,,,tree/woody,,,,,,W,,,,,,,
Mangifera duperreana,,,,,,,tree/woody,,,,,,W,,,,,,,
Mangifera foetida,,,,,,,Tree,,,,,,woody,,,,,,,
Mangifera griffithii,,,,,,,tree/woody,,,,,,W,,,,,,,
Mangifera indica,,,,,,,tree,,,,perennial,,woody,,,,,,,
Mangifera lagenifera,,,,,,,tree/woody,,,,,,W,,,,,,,
Mangifera laurina,,,,,,,Tree,,,,,,W,,,,,,,
Mangifera magnifica,,,,,,,tree/woody,,,,,,woody,,,,,,,
Mangifera minor,,,,,,,tree/woody,,,,,,W,,,,,,,
Mangifera monandra,,,,,,,tree/woody,,,,,,W,,,,,,,
Mangifera odorata,,,,,,,tree,,,,,,W,,,,,,,
Mangifera pajang,,,,,,,tree/woody,,,,,,W,,,,,,,
Mangifera persiciforma,,,,,,,Free-standing,,,,,,,,,,,,,
Mangifera similis,,,,,,,tree/woody,,,,,,W,,,,,,,
Mangifera sylvatica,,,,,,,Tree,,,,,,W,,,,,,,
Melia azedarach,,,,,,,shrub,,,False,100.0,,W,,,,,,,
Melia dubia,,,,,,,tree,,,,,,W,,,,,,,
Melia volkensii,,,,,,,T,,,,,,W,,,,,,,diffuse-porous
Morus alba,,,,,,,Stem erect,,5.0,False,perennial,,woody,,,,,,,ring-porous
Morus cathayana,,,,,,,Tree shrub intermediate,,,False,,,woody,,,,,,,
Morus celtidifolia,,,,,,,Tree,,,,,,woody,,,,,,,
Morus indica,,,,,,,tree,,,,,,W,,,,,,,
Morus insignis,,,,,,,Tree,,,,,,W,,,,,,,
Morus japonica,,,,,,,Free-standing,,,,,,,,,,,,,
Morus liboensis,,,,,,,Free-standing,,,,,,,,,,,,,
Morus macroura,,,,,,,Tree,,,False,300.0,,W,,,,,,,
Morus mesozygia,,,,,,,tree,,,,,,W,,,,,,,
Morus microphylla,,,,,,,"Tree, Shrub",,,,,,woody,,,,,,,
Morus mongolica,,,,,,,Tree shrub intermediate,,,False,,,woody,,,,,,,
Morus nigra,,,,,,,Stem erect,,3.0,False,,,woody,,,,,,,
Morus notabilis,,,,,,,Tree,,,,,,,,,,,,,
Morus rubra,,,,,,,tree,,,FALSE,125.0,,woody,,,,,,,
Morus serrata,,,,,,,woody,,,,,,W,,,,,,,
Morus trilobata,,,,,,,Free-standing,,,,,,,,,,,,,
Morus wittiorum,,,,,,,Tree shrub intermediate,,,False,900.0,,,,,,,,,
Myristica beddomei,,,,,,,Free-standing,,,,,,,,,,,,,
Myristica brassii,,,,,,,tree/woody,,,,,,W,,,,,,,
Myristica buchneriana,,,,,,,tree/woody,,,,,,W,,,,,,,
Myristica castaneifolia,,,,,,,T,,,,,,W,,,,,,,
Myristica chartacea,,,,,,,tree/woody,,,,,,W,,,,,,,
Myristica chrysophylla,,,,,,,Free-standing,,,,,,,,,,,,,
Myristica cinnamomea,,,,,,,tree,,,,,,W,,,,,,,
Myristica clemensii,,,,,,,Free-standing,,,,,,,,,,,,,
Myristica crassa,,,,,,,tree/woody,,,,,,W,,,,,,,
Myristica crassipes,,,,,,,Free-standing,,,,,,,,,,,,,
Myristica cucullata,,,,,,,tree/woody,,,,,,W,,,,,,,
Myristica elliptica,,,,,,,tree/woody,,,,,,W,,,,,,,
Myristica fatua,,,,,,,Tree,,,,,,woody,,,,,,,
Myristica fragrans,,,,,,,tree,,,,perennial,,W,,,,,,,
Myristica fusca,,,,,,,tree/woody,,,,,,W,,,,,,,
Myristica gigantea,,,,,,,tree,,,,,,W,,,,,,,
Myristica gillespieana,,,,,,,T,,,,,,W,,,,,,,
Myristica globosa,,,,,,,tree/woody,,,,,,W,,,,,,,diffuse
Myristica grandifolia,,,,,,,tree/woody,,,,,,woody,,,,,,,
Myristica guatteriifolia,,,,,,,,,,,,,W,,,,,,,
Myristica hollrungii,,,,,,,Free-standing,,,,,,,,,,,,,
Myristica hooglandii,,,,,,,Free-standing,,,,,,,,,,,,,
Myristica iners,,,,,,,T,,,,,,W,,,,,,,
Myristica ingens,,,,,,,Tree,,,,,,,,,,,,,
Myristica insipida,,,,,,,Tree,,,,,,woody,,,,,,,
Myristica inutilis,,,,,,,Free-standing,,,,,,,,,,,,,
Myristica longipes,,,,,,,Free-standing,,,,,,,,,,,,,
Myristica lowiana,,,,,,,tree/woody,,,,,,W,,,,,,,
Myristica macrantha,,,,,,,Free-standing,,,,,,W,,,,,,,
Myristica maingayi,,,,,,,tree/woody,,,,,,W,,,,,,,
Myristica malabarica,,,,,,,tree,,,,,,W,,,,,,,
Myristica markgraviana,,,,,,,Free-standing,,,,,,,,,,,,,
Myristica maxima,,,,,,,tree/woody,,,,,,W,,,,,,,
Myristica pachyphylla,,,,,,,tree/woody,,,,,,W,,,,,,,
Myristica philippensis,,,,,,,Tree,,,,,,W,,,,,,,
Myristica smythiesii,,,,,,,shrub/tree,,,,,,W,,,,,,,
Myristica sphaerosperma,,,,,,,Free-standing,,,,,,,,,,,,,
Myristica subalulata,,,,,,,tree/woody,,,,,,W,,,,,,,
Myristica succedanea,,,,,,,tree/woody,,,,,,W,,,,,,,
Myristica sulcata,,,,,,,tree/woody,,,,,,W,,,,,,,
Myristica villosa,,,,,,,tree/woody,,,,,,W,,,,,,,
Myristica yunnanensis,,,,,,,Free-standing,,,,,,,,,,,,,
Myrtus communis,,,,,,,shrub,,,,perennial,,woody,,,,,,,diffuse-porous
Nothofagus aequilateralis,,,,,,,T,,,,,,W,,,,,,,
Nothofagus alessandrii,,,,,,,Tree,,,,,,W,,,,,,,
Nothofagus alpina,,,,,,,tree,,,,535.0,,W,,,,,,,
Nothofagus antarctica,,,,,,,tree,,,False,180.0,,woody,,,,,,,diffuse
Nothofagus balansae,,,,,,,T,,,,,,W,,,,,,,
Nothofagus baumanniae,,,,,,,Free-standing,,,,,,W,,,,,,,
Nothofagus betuloides,,,,,,,Tree,,,,609.0,,woody,,,,,,,
Nothofagus brassii,,,,,,,,,,,,,W,,,,,,,
Nothofagus carrii,,,,,,,Tree,,,,,,woody,,,,,,,
Nothofagus cliffortioides,,,,,,,Tree,,,,,,W,,,,,,,
Nothofagus codonandra,,,,,,,T,,,,,,W,,,,,,,
Nothofagus cunninghamii,,,,,,,Tree,,,,Perennial,,woody,,,,,,,semi-ring-porous
Nothofagus discoidea,,,,,,,T,,,,,,W,,,,,,,
Nothofagus dombeyi,,,,,,,Tree,,,,400.0,,woody,,,,6.5,,,diffuse
Nothofagus fusca,,,,,,,tree,,,,perennial,,woody,,,,,,,
Nothofagus glauca,,,,,,,tree,,,,,,W,,,,,,,
Nothofagus grandis,,,,,,,woody,,,,,,W,,,,,,,
Nothofagus gunnii,,,,,,,Shrub/Tree intermediate,,,,,,W,,,,,,,diffuse
Nothofagus macrocarpa,,,,,,,tree,,,,150.0,,,,,,,,,
Nothofagus menziesii,,,,,,,tree,,,,346.0,,woody,,,,,,,
Nothofagus moorei,,,,,,,tree,,,,Perennial,,W,,,,,,,
Nothofagus nitida,,,,,,,Tree,,,,400.0,,W,,,,6.5,,,
Nothofagus obliqua,,,,,,,Tree,,,,461.0,,woody,,,,,,,
Nothofagus perryi,,,,,,,woody,,,,,,W,,,,,,,
Nothofagus pseudoresinosa,,,,,,,woody,,,,,,W,,,,,,,
Nothofagus pullei,,,,,,,woody,,,,,,W,,,,,,,
Nothofagus pumilio,,,,,,,Tree,,,,335.0,,woody,,,,,,,semi
Nothofagus resinosa,,,,,,,woody,,,,,,W,,,,,,,
Nothofagus rubra,,,,,,,woody,,,,,,W,,,,,,,
Nothofagus solandri,,,,,,,tree,,,,,,woody,,,,,,,
Nothofagus starkenborghiorum,,,,,,,,,,,,,W,,,,,,,
Nothofagus truncata,,,,,,,Tree,,,,perennial,,woody,,,,,,,
Nyssa aquatica,,,,,,,Tree,,,,perennial,,woody,,,,,,,
Nyssa biflora,,,,,,,Tree,,,,,,W,,,,,,,
Nyssa javanica,,,,,,,Tree,,,,100.0,,W,,,,,,,
Nyssa ogeche,,,,,,,tree,,,False,perennial,,W,,,,,,,
Nyssa sinensis,,,,,,,Tree,,,,300.0,,W,,,,,,,
Nyssa sylvatica,,,,,,,tree,,,False,perennial,,woody,,,,,,,diffuse-porous
Nyssa talamancana,,,,,,,Tree,,,,,,,,,,,,,
Olea capensis,,,,,,,tree,,,,,,woody,,,,,,,
Olea chimanimani,,,,,,,shrub,,,,,,woody,,,,,,,
Olea europaea,,,,,,,tree / shrub,,,False,perennial,,woody,,,,,,,diffuse-porous
Olea exasperata,,,,,,,shrub,,,,,,W,,,,,,,
Olea ferruginea,,,,,,,woody,,,,,,W,,,,,,,
Olea lancea,,,,,,,woody,,,,,,W,,,,,,,
Olea paniculata,,,,,,,woody,,,,,,W,,,,,,,
Olea schliebenii,,,,,,,tree,,,,,,W,,,,,,,
Olea welwitschii,,,,,,,woody,,,,,,W,,,,,,,
Olea woodiana,,,,,,,Tree,,,,,,woody,,,,,,,
Pachypodium ambongense,,,,,,,Free-standing,,,,,,,,,,,,,
Pachypodium baronii,,,,,,,Free-standing,,,,,,,,,,,,,
Pachypodium bispinosum,,,,,,,Free-standing,,,,,,,,,,,,,
Pachypodium brevicaule,,,,,,,succulent,,,,,,non-woody/woody,,,,,,,
Pachypodium decaryi,,,,,,,Free-standing,,,,,,,,,,,,,
Pachypodium densiflorum,,,,,,,succulent,,,,,,non-woody/woody,,,,,,,
Pachypodium eburneum,,,,,,,Free-standing,,,,,,,,,,,,,
Pachypodium geayi,,,,,,,succulent,,,,,,W,,,,,,,
Pachypodium horombense,,,,,,,Free-standing,,,,,,,,,,,,,
Pachypodium inopinatum,,,,,,,Free-standing,,,,,,,,,,,,,
Pachypodium lamerei,,,,,,,No,,,,,,W,,,,,,,
Pachypodium lealii,,,,,,,Free-standing,,,,,,,,,,,,,
Pachypodium mikea,,,,,,,Free-standing,,,,,,,,,,,,,
Pachypodium namaquanum,,,,,,,succulent,,,,,,woody,,,,,,,
Pachypodium rosulatum,,,,,,,Free-standing,,,,,,W,,,,,,,
Pachypodium rutenbergianum,,,,,,,succulent,,,,,,W,,,,,,,
Pachypodium saundersii,,,,,,,shrub,,,,,,woody,,,,,,,
Pachypodium sofiense,,,,,,,Free-standing,,,,,,,,,,,,,
Pachypodium succulentum,,,,,,,Free-standing,,,,,,,,,,,,,
Pachypodium windsorii,,,,,,,Free-standing,,,,,,,,,,,,,
Palaquium amboinense,,,,,,,woody,,,,,,W,,,,,,,
Palaquium barnesii,,,,,,,woody,,,,,,W,,,,,,,
Palaquium bataanense,,,,,,,woody,,,,,,W,,,,,,,
Palaquium beccarianum,,,,,,,woody,,,,,,W,,,,,,,
Palaquium bourdillonii,,,,,,,Free-standing,,,,,,,,,,,,,
Palaquium calophyllum,,,,,,,woody,,,,,,W,,,,,,,
Palaquium clarkeanum,,,,,,,woody,,,,,,W,,,,,,,
Palaquium cochleariifolium,,,,,,,woody,,,,,,W,,,,,,,
Palaquium confertum,,,,,,,woody,,,,,,W,,,,,,,
Palaquium dasyphyllum,,,,,,,T,,,,,,W,,,,,,,
Palaquium ellipticum,,,,,,,woody,,,,,,W,,,,,,,
Palaquium eriocalyx,,,,,,,woody,,,,,,W,,,,,,,
Palaquium fidjiense,,,,,,,woody,,,,,,W,,,,,,,
Palaquium formosanum,,,,,,,Free-standing,,,,,,W,,,,,,,
Palaquium galactoxylum,,,,,,,woody,,,,,,W,,,,,,,
Palaquium garrettii,,,,,,,woody,,,,,,W,,,,,,,
Palaquium gutta,,,,,,,tree,,,,,,W,,,,,,,
Palaquium herveyi,,,,,,,woody,,,,,,W,,,,,,,
Palaquium hexandrum,,,,,,,woody,,,,,,W,,,,,,,
Palaquium hispidum,,,,,,,woody,,,,,,W,,,,,,,
Palaquium hornei,,,,,,,T,,,,,,W,,,,,,,
Palaquium kinabaluense,,,,,,,woody,,,,,,W,,,,,,,
Palaquium lanceolatum,,,,,,,woody,,,,,,W,,,,,,,
Palaquium leiocarpum,,,,,,,woody,,,,,,W,,,,,,,
Palaquium lobbianum,,,,,,,woody,,,,,,W,,,,,,,
Palaquium luzoniense,,,,,,,woody,,,,,,W,,,,,,,
Palaquium macrocarpum,,,,,,,tree,,,,,,W,,,,,,,
Palaquium maingayi,,,,,,,woody,,,,,,W,,,,,,,
Palaquium microphyllum,,,,,,,woody,,,,,,W,,,,,,,
Palaquium multiflorum,,,,,,,woody,,,,,,W,,,,,,,
Palaquium obovatum,,,,,,,woody,,,,,,W,,,,,,,
Palaquium obtusifolium,,,,,,,woody,,,,,,W,,,,,,,
Palaquium oxleyanum,,,,,,,woody,,,,,,W,,,,,,,
Palaquium philippense,,,,,,,woody,,,,,,W,,,,,,,
Palaquium pierrei,,,,,,,woody,,,,,,W,,,,,,,
Palaquium polyanthum,,,,,,,woody,,,,,,W,,,,,,,
Palaquium porphyreum,,,,,,,Free-standing,,,,,,W,,,,,,,
Palaquium pseudocuneatum,,,,,,,woody,,,,,,W,,,,,,,
Palaquium pseudorostratum,,,,,,,woody,,,,,,W,,,,,,,
Palaquium quercifolium,,,,,,,woody,,,,,,W,,,,,,,
Palaquium ravii,,,,,,,Free-standing,,,,,,,,,,,,,
Palaquium regina-montium,,,,,,,woody,,,,,,W,,,,,,,
Palaquium ridleyi,,,,,,,tree,,,,,,W,,,,,,,
Palaquium rioense,,,,,,,woody,,,,,,W,,,,,,,
Palaquium rostratum,,,,,,,woody,,,,,,W,,,,,,,
Palaquium semaram,,,,,,,woody,,,,,,W,,,,,,,
Palaquium stehlinii,,,,,,,woody,,,,,,W,,,,,,,
Palaquium stellatum,,,,,,,woody,,,,,,W,,,,,,,
Palaquium sukoei,,,,,,,woody,,,,,,W,,,,,,,
Palaquium sumatranum,,,,,,,woody,,,,,,W,,,,,,,
Palaquium vitilevuense,,,,,,,woody,,,,,,W,,,,,,,
Palaquium warburgianum,,,,,,,Free-standing,,,,,,,,,,,,,
Palaquium xanthochymum,,,,,,,woody,,,,,,W,,,,,,,
Paulownia catalpifolia,,,,,,,Tree,,,False,,,W,,,,,,,
Paulownia elongata,,,,,,,Tree,,,False,,,W,,,,,,,
Paulownia fargesii,,,,,,,tree/hemiparasitic/woody,,,,,,W,,,,,,,
Paulownia fortunei,,,,,,,Tree,,,False,,,W,,,,,,,
Paulownia kawakamii,,,,,,,yes,,,,no,,W,,,,,,,
Paulownia taiwaniana,,,,,,,Free-standing,,,,,,,,,,,,,
Paulownia tomentosa,violettblau,hermaphroditic,,,capsule,,Tree,,15.0,False,always pluriennial-pollakanthic,,woody,,,,,,,
Persea alba,,,,,,,Tree,,,,,,,,,,,,,
Persea albida,,,,,,,Tree,,,,,,,,,,,,,
Persea albiramea,,,,,,,Tree,,,,,,,,,,,,,
Persea alpigena,,,,,,,Tree,,,,,,woody,,,,,,,
Persea americana,,,,,,,Tree,,,,,,woody,,,,,,,
Persea areolatocostae,,,,,,,tree,,,,,,W,,,,,,,
Persea aurata,,,,,,,Tree,,,,,,,,,,,,,
Persea benthamiana,,,,,,,Tree,,,,,,,,,,,,,
Persea bernardii,,,,,,,Tree,,,,,,,,,,,,,
Persea bilocularis,,,,,,,Free-standing,,,,,,,,,,,,,
Persea boldufolia,,,,,,,trees,,,,,,,,,,,,,
Persea borbonia,,,,,,,shrub,,,False,Perennial,,woody,,,,,,,
Persea brenesii,,,,,,,Tree,,,,,,,,,,,,,
Persea brevipes,,,,,,,trees,,,,,,,,,,,,,
Persea brevipetiolata,,,,,,,Tree,,,,,,,,,,,,,
Persea buchtienii,,,,,,,trees,,,,,,,,,,,,,
Persea bullata,,,,,,,Tree,,,,,,,,,,,,,
Persea caerulea,,,,,,,Tree,,,,,,W,,,,,,,
Persea caesia,,,,,,,Tree,,,,,,,,,,,,,
Persea campii,,,,,,,Tree,,,,,,,,,,,,,
Persea chamissonis,,,,,,,Tree,,,,,,,,,,,,,
Persea chrysantha,,,,,,,Free-standing,,,,,,,,,,,,,
Persea chrysophylla,,,,,,,Tree,,,,,,,,,,,,,
Persea cinerascens,,,,,,,Tree,,,,,,,,,,,,,
Persea conferta,,,,,,,Free-standing,,,,,,,,,,,,,
Persea cordata,,,,,,,trees,,,,,,,,,,,,,
Persea corymbosa,,,,,,,Tree,,,,,,,,,,,,,
Persea croatii,,,,,,,Tree,,,,,,,,,,,,,
Persea croizatii,,,,,,,Tree,,,,,,,,,,,,,
Persea cuneata,,,,,,,Tree,,,,,,,,,,,,,
Persea donnell-smithii,,,,,,,Tree,,,,,,,,,,,,,
Persea fastigiata,,,,,,,Tree,,,,,,,,,,,,,
Persea fendleri,,,,,,,Free-standing,,,,,,,,,,,,,
Persea ferruginea,,,,,,,Tree,,,,,,,,,,,,,
Persea fuliginosa,,,,,,,trees,,,,,,,,,,,,,
Persea fulva,,,,,,,trees,,,,,,,,,,,,,
Persea fusca,,,,,,,Tree,,,,,,,,,,,,,
Persea glabra,,,,,,,Tree,,,,,,,,,,,,,
Persea grandiflora,,,,,,,Tree,,,,,,,,,,,,,
Persea haenkeana,,,,,,,trees,,,,,,,,,,,,,
Persea hexanthera,,,,,,,Tree,,,,,,,,,,,,,
Persea hintonii,,,,,,,Tree,,,,,,W,,,,,,,
Persea hirta,,,,,,,Free-standing,,,,,,,,,,,,,
Persea humilis,,,,,,,tree,,,,,,W,,,,,,,
Persea indica,,,,,,,tree,,,False,,,woody,,,,,,,
Persea jariensis,,,,,,,Free-standing,,,,,,,,,,,,,
Persea jenmanii,,,,,,,Tree,,,,,,,,,,,,,
Persea julianae,,,,,,,Tree,,,,,,,,,,,,,
Persea krugii,,,,,,,trees,,,,,,,,,,,,,
Persea laevifolia,,,,,,,Tree,,,,,,,,,,,,,
Persea liebmannii,,,,,,,Tree,,,,,,W,,,,,,,
Persea lingue,,,,,,,Tree,,,,,,woody,,,,,,,
Persea longipes,,,,,,,Tree,,,,,,,,,,,,,
Persea maguirei,,,,,,,Free-standing,,,,,,,,,,,,,
Persea major,,,,,,,Tree,,,,,,,,,,,,,
Persea meridensis,,,,,,,Tree,,,,,,,,,,,,,
Persea mutisii,,,,,,,Tree,,,,,,,,,,,,,
Persea negracotensis,,,,,,,Free-standing,,,,,,,,,,,,,
Persea nivea,,,,,,,Tree,,,,,,,,,,,,,
Persea nudigemma,,,,,,,Tree,,,,,,,,,,,,,
Persea oblongifolia,,,,,,,trees,,,,,,,,,,,,,
Persea obovata,,,,,,,Tree,,,,,,,,,,,,,
Persea obscura,,,,,,,Tree,,,,,,,,,,,,,
Persea obtusifolia,,,,,,,trees,,,,,,,,,,,,,
Persea pajonalis,,,,,,,Tree,,,,,,,,,,,,,
Persea pallescens,,,,,,,Free-standing,,,,,,,,,,,,,
Persea palustris,,,,,,,T,,,,,,W,,,,,,,
Persea pedunculosa,,,,,,,Tree,,,,,,,,,,,,,
Persea perglauca,,,,,,,Tree,,,,,,,,,,,,,
Persea perseiphylla,,,,,,,Shrub,,,,,,,,,,,,,
Persea peruviana,,,,,,,Tree,,,,,,,,,,,,,
Persea povedae,,,,,,,Tree,,,,,,,,,,,,,
Persea pseudofasciculata,,,,,,,tree,,,,,,woody,,,,,,,
Persea punctata,,,,,,,Tree,,,,,,,,,,,,,
Persea purpusii,,,,,,,Shrub,,,,,,,,,,,,,
Persea raimondii,,,,,,,Tree,,,,,,W,,,,,,,
Persea rigens,,,,,,,Tree,,,,,,,,,,,,,
Persea rigida,,,,,,,Tree,,,,,,,,,,,,,
Persea rufescens,,,,,,,Tree,,,,,,woody,,,,,,,
Persea rufotomentosa,,,,,,,Tree,,,,,,,,,,,,,
Persea ruizii,,,,,,,Tree,,,,,,,,,,,,,
Persea schiedeana,,,,,,,Tree,,,,,,W,,,,,,,
Persea sericea,,,,,,,trees,,,,,,,,,,,,,
Persea sessilis,,,,,,,Tree,,,,,,,,,,,,,
Persea silvatica,,,,,,,Tree,,,,,,,,,,,,,
Persea sphaerocarpa,,,,,,,Tree,,,,,,,,,,,,,
Persea splendens,,,,,,,Tree,,,,,,,,,,,,,
Persea standleyi,,,,,,,Tree,,,,,,,,,,,,,
Persea stricta,,,,,,,Free-standing,,,,,,,,,,,,,
Persea subcordata,,,,,,,Tree,,,,,,,,,,,,,
Persea trollii,,,,,,,Tree,,,,,,,,,,,,,
Persea urbaniana,,,,,,,trees,,,,,,,,,,,,,
Persea venosa,,,,,,,Shrub,,,,,,,,,,,,,
Persea veraguasensis,,,,,,,Tree,,,,,,,,,,,,,
Persea vesticula,,,,,,,tree,,,,,,woody,,,,,,,
Persea weberbaueri,,,,,,,Tree,,,,,,,,,,,,,
Persea willdenovii,,,,,,,Tree,,,,,,,,,,,,,
Phellodendron amurense,,,,,,,Tree,,10.0,False,perennial,,W,,,,,,,
Phellodendron chinense,,,,,,,Free-standing,,,,,,,,,,,,,
Phoenix acaulis,,,,,,,0,,,,,,,,,,,,,
Phoenix atlantica,,,,,,,Free-standing,,,,,,,,,,,,,
Phoenix caespitosa,,,,,,,Free-standing,,,,,,,,,,,,,
Phoenix canariensis,,,,,,,Tree,,,False,Perennial,,W,,,,,,,
Phoenix dactylifera,,,,,,,Tree,,,False,,,W,,,,,,,
Phoenix loureiroi,,,,,,,woody,,,,,,woody,,,,,,,
Phoenix paludosa,,,,,,,woody,,,,,,W,,,,,,,
Phoenix pusilla,,,,,,,woody,,,,,,woody,,,,,,,
Phoenix reclinata,,,,,,,Tree,,,,,,W,,,,,,,
Phoenix roebelenii,,,,,,,Free-standing,,,,,,,,,,,,,
Phoenix rupicola,,,,,,,tree/palmoid/woody,,,,,,W,,,,,,,
Phoenix sylvestris,,,,,,,tree/palmoid/woody,,,,,,W,,,,,,,
Phoenix theophrasti,,,,,,,Tree,,,,,,W,,,,,,,
Pistacia aethiopica,,,,,,,shrub/tree/woody,,,,,,W,,,,,,,
Pistacia atlantica,,,,,,,tree,,,,perennial,,2,,,,,,,
Pistacia chinensis,,,,,,,tree,,,False,no,,woody,,,,,,,
Pistacia khinjuk,,,,,,,Tree,,,,,,woody,,,,,,,
Pistacia lentiscus,,,,,,,tree / shrub,,,,perennial,,woody,,,,,,,ring-porous
Pistacia mexicana,,,,,,,Tree,,,,,,W,,,,,,,
Pistacia raportae,,,,,,,,,,,,,W,,,,,,,
Pistacia terebinthus,,,,,,,tree / shrub,,,,perennial,,woody,,,,,,,diffuse-porous
Pistacia vera,,,,,,,Tree,,,,,,W,,,,,,,
Pistacia weinmanniifolia,,,,,,,no,,,,perennial,,,,,,,,,
Platanus acerifolia,,,,,,,Tree,,,False,,,W,,,,,,,
Platanus kerrii,,,,,,,tree,,,,Perennial,,W,,,,,,,
Platanus mexicana,,,,,,,Tree,,,,Perennial,,woody,,,,,,,
Platanus occidentalis,,,,,,,Stem erect,,10.0,False,250.0,,woody,,,,,,,
Platanus orientalis,,,,,,,Stem erect,,15.0,False,perennials,,woody,,,,,,,
Platanus racemosa,,,,,,,tree,,,FALSE,,,W,,,,,,,
Platanus wrightii,,,,,,,Tree,,,,,,woody,,,,,,,
Populus adenopoda,,,,,,,tree,,,False,,,W,,,,,,,
Populus afghanica,,,,,,,Tree,,,,,,,,,,,,,
Populus alaschanica,,,,,,,Free-standing,,,,,,,,,,,,,
Populus alba,"purpurn, hellgrün",dioecious,,,capsule,,Stem erect,,20.0,False,always pluriennial-pollakanthic,,woody,,,,,,,diffuse-porous
Populus amurensis,,,,,,,Tree,,,False,,,,,,,,,,
Populus angustifolia,,,,,,,tree,,,,100.0,,woody,,,,,,,
Populus balsamifera,,,,,,,Tree,4.6,10.0,,200.0,207.0,woody,,,,no,5.0,,diffuse-porous
Populus brandegeei,,,,,,,Tree,,,,,,W,,,,,,,
Populus caspica,,,,,,,Free-standing,,,,,,,,,,,,,
Populus cathayana,,,,,,,Tree,,,False,,,W,,,,,,,
Populus charbinensis,,,,,,,Tree,,,,,,,,,,,,,
Populus ciliata,,,,,,,Tree (deciduous),,,False,2200.0,,W,,,,,,,
Populus deltoides,,,,,,,tree,,,False,perennial,,woody,,,,,,,diffuse-porous
Populus euphratica,,,,,,,Tree,,,False,no,,W,,,,,,,diffuse-porous
Populus fremontii,,,,,,,Tree,,,,130.0,,woody,,,,,,,
Populus gansuensis,,,,,,,Tree,,,False,,,W,,,,,,,
Populus girinensis,,,,,,,Tree,,,False,,,,,,,,,,
Populus glauca,,,,,,,Tree,,,,,,,,,,,,,
Populus grandidentata,,dioiceous,,,,,tree,2.0,21.8,False,100.0,60.0,woody,,,,no,,,
Populus guzmanantlensis,,,,,,,Tree,,,,,,,,,,,,,
Populus haoana,,,,,,,Tree,,,,,,,,,,,,,
Populus hastata,,,,,,,Tree,,,,,,,,,,,,,
Populus heterophylla,,,,,,,Tree,,,,80.0,,woody,,,,,,,
Populus hinckleyana,,,,,,,Tree,,,,,,,,,,,,,
Populus hsinganica,,,,,,,Tree,,,False,,,,,,,,,,
Populus ilicifolia,,,,,,,tree,,,,,,W,,,,,,,
Populus iliensis,,,,,,,Tree,,,,,,,,,,,,,
Populus intramongolica,,,,,,,Free-standing,,,,,,,,,,,,,
Populus kangdingensis,,,,,,,tree,,,,,,W,,,,,,,
Populus keerqinensis,,,,,,,Free-standing,,,,,,,,,,,,,
Populus lancifolia,,,,,,,Free-standing,,,,,,,,,,,,,
Populus lasiocarpa,,,,,,,tree,,,False,,,W,,,,,,,
Populus laurifolia,,,,,,,Tree,,,,,,W,,,,,,,
Populus mainlingensis,,,,,,,Tree,,,,,,,,,,,,,
